0.0,39176.81,37804.29,30740.04,26997.55,7628.97,17461.41,9999.26,25346.41,26305.17,27860.5,38018.62,27340.78,15052.46,26886.03,18482.55,41004.13,43249.44,43123.96,18470.02,27693.29,13251.44,31703.63,28428.82,28401.86,42137.86,5038.17,28989.16,4774.54,29701.86,13251.44,9669.13,21700.33,16074.2,42537.15,29891.83,22701.32,24998.94,59358.56,10851.41,35503.41,26792.01,3521.99,38266.81,16856.62,23183.49,59363.83,10896.0,43527.8,20307.44,21820.74,5277.83,49539.02,8845.79,20438.57,23809.14,29539.81,29414.47,39884.75,3950.63,22765.5,26335.09,35740.73,42270.88,5277.83,257.58,17560.49,17584.12,24134.5,29049.12,7823.16,7879.21,22453.11,23304.79,27708.89,21786.33,18622.85,16074.2,23494.28,25604.35,36005.98,27143.51,30906.08,23952.77,25034.6,2078.53
38958.46,0.0,96267.76,59415.98,61602.58,34866.59,57518.83,48109.74,24629.99,58719.16,42160.38,68440.52,42933.08,28283.46,58434.46,28946.11,57309.98,100001.55,1197.23,28933.58,30056.21,44448.06,17850.04,44734.67,42701.75,65306.47,35675.22,9905.62,45121.28,12670.68,44448.06,28914.32,56581.84,56131.62,1230.1,69949.24,63048.06,29146.74,117822.04,32206.63,92255.52,61397.04,37211.68,95018.91,56914.04,54340.14,117827.3,48034.09,67676.57,25344.21,60651.93,37269.53,65731.62,38020.89,23700.37,31636.49,88003.29,72720.25,96586.48,38290.28,16128.31,58749.08,71086.09,963.83,37269.53,38790.02,70456.3,57641.54,64481.24,19502.0,48169.9,35131.28,39662.21,42067.51,42008.77,20881.15,64587.21,56131.62,40584.48,27967.27,71351.34,62488.87,67228.16,67730.19,27549.66,38882.36
37718.78,96125.84,0.0,28278.11,27201.53,44495.87,27320.0,30994.16,68962.68,27975.28,52025.77,23962.71,51506.06,54052.98,28812.68,57737.41,35845.82,11081.0,96873.64,57857.55,71454.9,32535.66,70704.15,41915.68,52567.14,35693.91,43068.69,67989.67,31856.34,83451.54,32535.66,46536.03,21811.51,28629.77,96286.84,7789.4,18058.44,70545.42,21697.9,49851.92,11256.8,27504.73,40388.88,11779.17,29416.92,53698.13,21703.17,33605.34,31912.01,59307.96,35879.73,42144.73,44380.7,41323.61,59439.09,56286.97,8983.37,16930.71,14068.58,40817.52,61766.02,28098.59,17772.04,96020.56,42144.73,37832.81,22622.69,27261.12,16624.96,76147.88,28624.69,44746.11,54930.94,54342.06,51874.16,60786.84,18493.23,28629.77,47659.55,68943.86,20373.02,27216.31,28878.4,17861.87,74201.2,37839.32
30191.78,59271.77,28492.1,0.0,6331.44,28054.27,19473.78,27150.46,38956.51,4799.12,17830.4,12963.92,17725.51,46821.34,5028.36,30441.23,7567.74,39759.6,59744.11,30561.38,55545.0,28691.97,63472.51,14623.81,18044.26,15406.11,35837.05,49084.11,27490.07,61470.74,28691.97,33647.49,9034.02,27002.28,60180.47,35083.74,12180.03,54635.53,20936.04,42620.29,38551.14,6125.9,32861.89,40457.77,27789.43,37677.22,27801.8,29761.64,17776.21,52076.32,32036.04,31032.83,16102.63,34091.98,52207.45,49055.33,36277.71,44225.05,42747.18,33290.52,42860.46,4829.04,45066.38,59985.83,31032.83,30305.81,28305.5,19596.49,13613.21,44834.82,24780.99,27615.51,47699.3,48550.98,17955.55,53555.2,16778.2,27002.28,24436.26,53215.62,47667.36,41446.76,56172.74,14369.29,56803.48,28327.06
26472.15,61528.51,19452.63,6359.11,0.0,25394.03,15754.15,23430.84,41213.25,1667.7,18814.69,11933.59,18619.46,43101.71,2505.1,32697.97,13926.82,29512.8,71173.21,32818.12,51825.38,24972.34,59752.88,15608.09,18938.21,16052.83,32117.42,51340.85,23770.45,57751.11,24972.34,30987.25,5314.39,23282.65,62437.21,21956.8,8460.4,50915.9,19901.86,38900.66,25424.2,1197.15,29142.26,28187.6,24069.8,33957.59,26767.61,26042.01,17442.78,48356.7,28316.41,28372.6,22461.71,30372.35,48487.82,45335.7,23415.19,31362.54,31524.7,29570.9,45117.2,1791.01,32203.87,62242.57,28372.6,26586.19,26756.61,15876.86,8112.32,47091.56,21061.36,24955.28,43979.67,44831.35,18939.83,49835.57,13058.58,23282.65,21829.98,49495.99,34804.84,37727.13,43310.23,10649.67,53083.85,24607.44
7583.19,38876.84,44597.9,29517.35,26742.97,0.0,16854.81,16792.88,22885.17,25274.36,16127.05,37764.04,15607.34,15896.78,24989.66,12642.28,29270.69,50043.06,39349.18,12762.42,28537.61,15733.29,32547.95,16695.37,16668.42,37267.17,7494.79,28689.18,11568.16,30546.18,15733.29,7207.9,21722.23,22867.82,39382.04,36685.45,25482.05,25843.26,45732.3,11695.73,42297.03,26537.44,4789.57,45060.43,23650.24,21011.55,52598.06,17374.16,39637.27,21151.76,28614.36,2979.07,37805.57,8020.98,21282.89,21920.34,36333.43,36208.09,46678.36,4527.63,22465.53,25304.28,42534.35,39115.77,2979.07,7414.75,24354.1,16977.52,26915.23,26587.88,14616.78,1820.14,20281.17,21132.85,15975.45,22630.64,22414.56,22867.82,7273.34,26448.67,42799.59,33937.13,37699.7,27671.32,25878.92,7507.1
11831.97,57007.85,26792.17,19450.31,15707.82,15395.32,0.0,7805.78,47793.2,15015.44,21323.05,26728.89,21127.82,32883.5,15596.3,36567.93,27018.02,32237.33,60955.0,36688.07,52081.8,9347.28,49534.67,19929.44,21446.57,30848.13,21899.21,46820.2,7546.04,47532.9,9347.28,20649.22,10410.61,7657.59,60368.19,18879.71,11411.6,51172.33,34697.15,28682.45,24491.3,15502.28,14502.07,27254.7,8444.74,18332.54,48351.71,10416.96,32238.07,38138.48,12691.35,16257.92,35552.91,20154.13,38269.61,35117.49,18527.7,24384.18,28872.63,14930.71,40596.54,15045.36,25225.51,60101.92,16257.92,11946.0,9149.99,122.71,12844.78,40029.21,5436.31,15210.58,33761.46,34968.97,21448.19,39617.36,7183.11,7657.59,26490.07,49570.77,27826.48,22102.07,25864.64,11015.33,42865.64,11399.85
10497.79,64696.79,31209.77,27130.28,23387.79,16941.23,7794.69,0.0,48646.39,22695.41,31709.49,34408.86,31189.77,24079.16,23276.27,37421.12,34697.99,36654.93,65444.59,37541.26,40025.85,3708.14,40730.32,32277.8,32250.85,38528.09,13094.87,38015.85,5407.77,52022.49,3708.14,18981.39,18090.57,5053.88,64857.79,23297.31,19091.56,39116.38,52764.05,19878.1,28908.9,23182.25,12834.25,31672.3,4219.79,12541.88,52769.32,4777.82,39918.04,29334.13,5257.58,14590.09,43232.88,11251.1,29465.27,22267.57,22945.3,28801.78,33290.23,13262.89,31792.19,22725.33,29643.11,64591.51,14590.09,10611.82,10996.88,7917.4,20524.74,38361.38,2369.48,18235.12,16281.78,16638.92,31557.88,30813.02,14863.08,5053.88,27343.26,37514.81,29153.83,20291.37,24053.94,18695.29,42772.15,10284.68
25483.03,24911.03,69318.71,39130.3,41316.91,20071.43,48975.84,49241.96,0.0,38433.49,21874.71,48154.85,22647.41,25180.65,38148.79,9986.93,37024.31,74763.87,25383.36,10107.07,44829.52,35357.71,33536.35,24449.0,22416.07,45020.8,26584.87,14723.37,40970.27,27443.99,35357.71,15680.56,36296.17,47588.63,25357.68,61406.25,40055.99,43920.05,55142.42,23991.7,67017.84,41111.37,22689.41,69781.24,48371.05,40647.15,67171.99,36998.59,47390.89,29067.93,53335.17,22747.25,42281.34,28930.54,30416.18,33294.16,61054.24,60928.89,71399.17,24311.71,14168.3,38463.41,67255.16,25163.04,22747.25,25314.59,49074.91,49098.55,41489.17,7828.94,46872.48,20336.11,39916.77,40768.45,21723.1,35654.46,41970.41,47588.63,26247.82,42740.58,67520.41,58657.93,62420.5,42245.25,35891.69,25406.94
25401.42,58716.67,20073.06,4946.98,1532.95,24323.3,14683.42,22360.1,38401.41,0.0,17402.56,12554.02,17207.33,42030.98,1092.97,29886.13,12514.69,30133.23,70102.48,30006.27,50754.64,23901.61,58682.15,14195.97,17526.08,16673.26,31046.69,48529.01,22699.71,56680.38,23901.61,29916.52,4243.65,22211.92,59625.37,22577.23,7389.67,49845.17,20522.28,37829.92,26044.63,1327.41,28071.52,28808.03,22999.06,32886.86,27388.04,24971.28,18063.2,47285.96,27245.68,27301.86,21049.58,29301.62,47417.09,44264.97,24035.62,31982.96,32145.13,28500.16,42305.35,378.89,32824.29,59430.72,27301.86,25515.45,23515.14,14806.13,8822.85,44279.72,19990.63,23884.54,42908.94,43760.62,17527.71,48764.84,11987.84,22211.92,20759.25,48425.25,35425.27,36656.39,40418.96,9578.93,52013.12,23536.7
27525.48,42165.77,53237.81,18256.75,19092.25,14834.73,21688.29,33161.06,21850.51,17559.94,0.0,27281.29,920.25,31598.99,17275.24,13335.23,16150.76,58682.97,42638.11,13455.38,44968.71,35535.96,45238.64,3575.45,688.91,24147.25,32875.39,31978.11,24889.37,39230.95,35535.96,22098.89,19220.33,31507.73,43074.47,45325.36,22980.15,42274.37,34268.86,39658.62,50936.95,18886.71,19623.8,53700.34,32290.15,45468.02,44947.34,35772.24,26517.34,34324.36,37254.27,17813.29,24145.8,31130.31,35672.62,46093.66,44973.34,44848.0,55318.28,30624.22,25754.46,17589.86,51174.26,42879.82,17813.29,27639.51,32994.02,21811.0,24413.33,27728.82,30791.59,14395.98,44737.63,45589.32,147.38,39061.75,24894.57,31507.73,9331.95,50253.95,51439.51,42577.04,46339.61,25169.42,42310.02,27646.02
37481.93,68400.6,24724.64,12963.92,11903.73,36403.81,26763.93,34440.61,48085.34,12677.48,26959.23,0.0,26854.33,54111.49,13514.88,39570.06,11458.12,35992.14,68872.93,39690.2,62835.15,35982.11,70762.66,23752.64,27173.08,9565.01,43127.2,58212.94,34780.22,68760.88,35982.11,41997.03,16324.16,34292.42,69309.3,31316.29,19791.83,61925.68,7058.07,49910.43,34783.68,12206.92,40152.03,36690.31,35079.57,44967.37,20455.87,37051.79,7963.61,59366.47,39326.18,39382.37,20768.76,41382.12,59497.6,56345.48,32510.25,40457.6,38979.73,40580.67,51989.28,12800.79,41298.93,69114.66,39382.37,37595.96,46149.57,26886.63,18358.35,53963.65,32071.14,35965.05,54989.45,55841.13,27084.38,60845.35,24068.35,34292.42,33565.09,60505.76,43899.9,50743.2,52405.29,22824.25,64093.63,35617.21
26902.41,43056.01,52614.75,18085.16,18535.6,14211.67,21131.63,32537.99,22740.75,17003.28,614.9,27109.7,0.0,32489.22,16718.58,14225.47,15979.17,58059.9,43528.34,14345.61,51960.27,34912.9,46128.88,3018.79,370.23,23975.65,32252.32,32868.35,24266.3,40121.19,34912.9,22989.13,18663.67,30884.67,43964.7,44702.29,22423.49,51050.8,34097.27,39035.55,50313.88,18330.06,19000.73,53077.27,31667.09,44844.95,44390.68,35149.17,26345.75,35214.6,36631.21,17190.23,23418.04,30507.24,48622.72,45470.6,44350.27,44224.93,54695.21,30001.15,26644.69,17033.2,50551.2,43770.06,17190.23,27016.44,32370.95,21254.34,23856.67,28619.06,30168.52,13772.91,44114.57,44966.25,762.27,49970.47,24337.91,30884.67,8708.88,49630.88,50816.44,41953.97,45716.54,24612.76,53218.75,27022.95
14538.46,28293.47,53441.7,46666.77,42924.29,15674.52,33098.83,23689.74,25493.33,42231.9,43497.91,53945.35,42978.2,0.0,42812.77,18629.47,56641.55,58886.86,29041.27,18616.95,13610.6,20028.06,17620.94,44066.23,44039.28,58064.59,11255.22,21643.56,20701.28,15619.17,20028.06,12745.46,37627.07,31711.62,28454.47,45529.24,38628.06,10916.26,74995.98,4569.83,51140.83,42718.75,12820.28,53904.23,32494.04,16972.68,75001.24,20720.41,67008.13,6224.76,25514.6,14038.52,65176.43,13600.89,6355.89,8354.38,45177.23,45051.88,55522.16,13870.28,14907.76,42261.82,51378.15,28188.2,14038.52,14370.01,33197.9,33221.54,40061.24,28746.81,23749.9,15924.76,20558.97,21410.65,43346.3,7703.64,40167.21,31711.62,21377.96,11521.66,51643.39,42780.92,46543.49,43310.19,10951.91,14462.36
26066.32,58221.88,21007.93,5101.7,2467.82,23624.09,15348.32,23025.0,37906.61,935.5,16907.77,13488.89,16712.54,42695.88,0.0,29391.33,12669.41,31068.1,58694.21,29511.48,51419.54,24566.51,59347.05,13701.17,17031.29,17608.13,31711.59,48034.22,23364.61,57345.28,24566.51,29217.31,4908.55,22876.81,59130.57,23512.1,8054.57,50510.07,21457.15,38494.82,26979.49,2262.28,28736.42,29742.89,23663.96,33551.76,28322.9,25636.18,18998.07,47950.86,27910.58,26602.65,21204.29,29966.51,48081.99,44929.87,24970.48,32917.83,33079.99,29165.06,41810.56,965.42,33759.16,58935.93,26602.65,26180.35,24180.04,15471.03,9487.75,43784.93,20655.53,23185.33,43573.84,44425.52,17032.91,49429.74,12652.74,22876.81,22910.76,49090.16,36360.13,37321.3,41083.87,10243.83,52678.02,24201.6
18566.38,29840.12,59093.45,30734.83,32921.44,11675.95,38750.58,39016.7,10262.03,30038.02,13479.24,39759.37,14251.93,18264.01,29753.32,0.0,28628.84,64538.61,30312.45,120.14,31633.73,28441.07,32912.98,16053.52,14020.6,36625.32,19668.23,19652.46,30745.0,26905.3,28441.07,8763.92,27900.69,37363.37,30345.32,51180.99,31660.51,28939.39,46746.94,17075.05,56792.58,32715.9,15772.76,59555.98,38145.79,33730.5,58776.52,30081.95,38995.42,20989.38,43109.91,15830.61,37050.47,22013.89,22337.64,26377.52,50828.98,50703.63,61173.91,17395.06,13428.8,30067.94,57029.9,30079.04,15830.61,18397.94,38849.65,38873.29,33093.69,16609.93,36647.22,11940.64,33000.12,33851.8,13327.63,25726.77,33574.93,37363.37,15187.58,29544.79,57295.14,48432.67,52195.24,33849.78,28975.04,18490.29
40216.89,56858.86,35718.16,7226.1,13557.51,27526.14,26699.85,34376.53,36543.61,12025.19,15417.49,11634.32,15312.6,56551.09,12254.43,28028.32,0.0,46985.67,57331.2,28148.47,65274.74,35918.04,59931.73,12210.9,15631.35,8500.27,45566.79,46671.21,37580.77,53924.04,35918.04,33119.36,16260.08,44199.14,57767.56,42309.81,19406.1,64365.27,18621.89,52350.03,45777.21,13351.97,32315.21,47683.83,44981.56,58159.43,32019.69,36987.71,10870.37,61806.06,39262.11,30504.7,9038.68,43821.72,61937.2,58785.07,43503.77,51451.12,49973.25,43315.63,40447.55,12055.11,52292.45,57572.92,30504.7,40330.92,35531.57,26822.55,20839.28,42421.91,32007.06,27087.38,57429.04,58280.72,15542.64,63284.95,24004.27,44199.14,22023.35,62945.36,54893.43,55268.45,59031.02,21595.36,66533.22,40337.43
46459.18,104866.24,11294.18,40205.25,30676.63,53236.27,36060.41,39734.56,77703.09,31450.38,60766.18,35889.86,60246.46,62793.38,32287.78,66477.8,47772.96,0.0,105614.04,66597.95,80195.3,41276.06,79444.55,45390.78,61307.54,47621.05,51809.09,76730.07,40596.75,92191.94,41276.06,55276.43,32035.21,37370.17,105027.23,13098.93,28282.14,79285.83,33625.04,58592.32,7988.71,30979.83,49129.29,7095.31,38157.32,62438.53,33630.31,42345.74,43839.16,68048.36,44620.13,50885.13,56307.85,50064.02,68179.49,65027.37,14113.02,25671.12,6816.36,49557.93,70506.41,31573.7,26512.45,104760.96,50885.13,46573.21,31363.09,36001.52,26848.66,84888.28,37365.09,53486.51,63671.34,63082.46,60614.57,69527.24,28716.93,37370.17,56399.95,77684.26,29113.42,35956.71,37618.8,28085.56,82941.6,46579.72
43119.59,1083.48,97212.09,60175.97,71505.41,35626.59,61679.96,66586.7,25389.98,59479.16,42920.38,69200.52,43693.07,29227.79,59194.46,29706.1,58069.98,100945.88,0.0,29693.57,31000.54,48609.19,16652.82,45494.67,43461.74,66066.47,39836.35,10665.61,49282.41,13615.01,48609.19,29674.32,66208.2,60292.75,1062.46,74110.38,67209.2,30091.06,118766.36,33150.96,93199.84,71299.88,41401.41,95963.24,61075.17,55284.47,118771.63,48978.42,68436.56,26288.54,61596.26,38029.52,66491.61,42182.02,24644.7,32580.82,88947.62,73664.57,97530.81,42451.41,16888.3,59509.08,72030.42,796.19,38029.52,42951.14,71400.63,61802.67,68642.38,19599.96,52331.03,35891.27,40606.54,43011.84,42768.77,21825.47,68748.34,60292.75,41344.48,28911.59,72295.66,63433.2,68172.49,71891.32,28493.98,43043.49
