0.0,4442.02,4320.11,4327.41,2639.02,3381.19,3371.55,1778.27,4158.92,2974.98,4850.5,3098.85,1724.75,4141.19,2115.74,4093.04,5014.13,158.95,2107.84,1690.47,3011.71,1236.42,3229.16,3077.64,4772.17,2396.98,692.33,2936.55,854.51,3011.71,2057.22,3913.09,3216.59,177.07,4184.81,4090.75,1564.48,5361.22,2064.19,4438.17,4400.14,2622.59,4764.3,3265.46,2680.64,5223.19,3198.99,4732.54,1589.16,2988.13,2667.97,4613.76,2686.97,1433.71,1859.82,4026.14,3795.8,4747.08,2721.44,1074.17,4170.33,3615.97,136.62,2667.97,2783.5,3370.22,3402.5,4194.69,1364.62,3193.07,2677.57,2435.82,2414.7,2962.73,1271.39,3929.2,3216.59,3053.23,1495.44,3638.27,3103.32,3397.79,4122.41,1546.96,2825.6
4487.13,0.0,1640.4,1489.41,2676.45,1662.1,1877.07,3656.36,1622.82,2755.62,1375.22,2864.27,2946.83,1741.92,3099.44,2132.3,829.11,4434.82,3110.25,3406.31,2010.77,4024.34,2542.74,2858.28,2045.19,2218.16,3807.5,2008.96,3664.18,2010.77,2834.82,1607.81,1691.57,4523.21,657.65,1392.11,3280.32,1160.06,2666.23,840.73,1630.33,2291.13,845.38,1763.26,2571.74,1022.03,2128.43,1932.22,3255.77,2294.95,2487.89,2726.87,2270.33,3242.3,3089.9,584.8,874.96,928.0,2277.89,3425.58,1653.93,929.74,4482.75,2487.89,2105.02,1338.57,1649.35,1288.15,4130.77,1668.76,2704.6,2827.92,2678.54,2743.37,3356.32,1356.04,1691.57,2405.82,3124.11,1071.44,1497.62,1613.79,1279.32,3449.48,2148.88
4346.45,1719.79,0.0,588.71,1995.15,1396.12,2023.02,2931.91,390.9,1452.05,1037.69,1398.23,3018.31,423.52,2270.08,491.89,2332.19,4373.18,2280.89,3775.72,2156.73,4095.83,1087.19,1456.75,1162.61,2289.64,3605.48,2003.46,3805.13,2156.73,2545.54,713.51,1996.91,4380.5,1942.13,950.32,3649.73,1539.24,2737.71,2125.22,661.44,2306.98,2348.46,2068.59,2919.18,1644.7,2274.38,1122.98,3327.25,2440.9,2380.5,1086.46,2341.81,3313.78,3161.39,1869.28,2159.45,2431.08,2293.75,3223.55,402.32,2214.22,4346.49,2380.5,2120.87,2019.53,1417.43,1054.25,3331.52,1814.71,1940.35,2899.4,2996.43,1456.52,3427.8,1272.12,1996.91,1887.65,3533.71,2355.93,2586.75,2898.28,1119.79,3613.7,2143.95
4365.47,1526.15,590.19,0.0,1769.88,1143.12,1770.02,2950.93,213.86,1498.64,922.04,1499.37,2765.31,332.96,2289.1,1082.08,2132.93,4322.77,2299.91,3522.72,1903.73,3842.82,1133.78,1557.89,1121.94,2036.64,3624.5,1750.46,3552.13,1903.73,2320.27,460.51,1743.91,4399.52,1572.72,697.32,3396.73,1406.42,2484.71,1755.8,221.38,2053.98,2081.93,1815.59,2666.17,1511.88,2021.38,1199.21,3074.25,2187.9,2155.23,1676.66,2088.81,3060.78,2908.38,1544.01,1834.17,2224.28,2040.74,3242.57,244.97,1888.95,4365.52,2155.23,1867.87,1741.42,1164.43,632.95,3350.54,1561.71,1715.09,2646.4,2743.43,1503.11,3174.8,1019.12,1743.91,1719.61,3280.71,2030.65,2333.75,2573.0,866.79,3360.7,1890.95
2735.87,2711.5,2137.4,1890.58,0.0,1440.59,1535.14,1848.31,1841.98,1306.75,2725.49,1415.41,1279.09,1824.25,1194.44,2227.58,3283.06,2762.6,1205.25,2066.53,1481.78,2356.6,1363.69,1409.42,2906.71,861.48,1994.9,1081.91,2065.91,1481.78,695.92,1476.25,1446.82,2780.73,2415.04,1746.25,1931.44,3209.86,998.49,2707.11,1963.31,476.99,3033.23,1495.69,1570.96,3315.32,1710.01,2867.08,1588.03,1917.52,385.41,2822.15,956.28,1574.56,1668.18,2295.62,2440.18,3023.62,547.7,1612.97,1853.39,2482.44,2740.27,385.41,768.8,1629.93,1461.91,1850.18,2000.95,1338.43,216.75,1485.93,1582.96,1294.5,1688.58,1799.63,1446.82,592.4,1871.49,2504.73,1969.78,2319.63,1915.72,1874.48,810.9
3466.54,1606.81,1394.2,1123.33,1276.79,0.0,662.4,2574.43,1085.56,1579.95,1958.24,1580.68,1864.9,1136.98,2017.5,1886.1,2178.37,3422.35,2028.32,2469.03,796.1,2942.41,1354.91,1639.2,2158.14,1136.23,2725.57,710.28,2651.72,796.1,1723.51,678.76,636.28,3510.74,1310.35,838.94,2343.04,2442.61,1584.3,1602.42,1196.06,1179.82,1928.55,707.97,1558.55,2387.98,913.76,2235.41,2173.83,1080.28,1376.58,2480.67,1188.4,2160.37,2007.97,1190.93,1427.55,1918.93,1166.59,2343.65,1096.97,1482.32,3470.29,1376.58,993.72,665.86,21.31,942.88,3028.53,454.09,1252.05,1745.99,1741.26,1584.42,2274.39,573.16,636.28,1323.89,2186.83,1624.03,1226.12,1575.97,890.49,2460.29,1036.58
3380.63,1909.06,2022.2,1751.33,1531.09,653.15,0.0,2595.75,1713.56,1695.01,2586.24,1803.67,1779.47,1764.97,2038.83,2514.09,2480.63,3328.32,2049.64,2299.81,341.83,2856.98,1751.95,1797.67,2786.14,1050.8,2640.14,536.92,2557.69,341.83,1689.46,1306.76,425.2,3416.71,1612.61,1466.94,2173.82,2828.27,1498.87,1904.68,1824.06,1145.77,2230.8,335.26,1011.03,2690.24,459.48,2863.41,2088.41,498.8,1342.53,3108.66,1077.12,2074.94,1816.02,1493.19,1729.81,2221.19,1132.54,2258.22,1724.97,1784.58,3376.25,1342.53,953.78,807.47,674.46,1570.87,2994.49,208.31,1537.54,1352.99,1365.4,1682.76,2188.96,1201.16,425.2,1345.21,2017.62,1818.46,1283.51,1633.35,1518.49,2342.98,1003.53
1826.85,3692.72,2956.84,2964.14,1703.41,2592.65,2692.28,0.0,2795.65,1611.71,3487.23,1735.58,1848.93,2777.93,840.89,2729.78,4264.28,1853.58,851.7,2665.75,2565.7,2246.54,1865.89,1714.38,3408.9,1950.97,1085.87,2281.17,1829.79,2565.7,1151.47,2549.82,2428.05,1832.61,3396.26,2819.81,2539.76,4016.68,1934.04,3688.33,3036.88,1785.87,4014.46,2476.92,2687.5,4388.89,2793.93,3369.28,2053.35,2898.75,1831.26,3191.2,2240.97,2137.86,2435.14,3276.84,3421.41,4004.85,1904.67,979.8,2807.06,3463.66,1798.6,1831.26,2077.68,2611.15,2613.96,2923.75,618.47,2483.97,1741.96,2602.47,2699.5,1599.46,2246.67,3059.9,2428.05,1714.92,2470.71,3485.96,2951.01,3300.85,2989.28,2502.63,2119.78
4220.62,1636.92,420.76,197.9,1647.76,1021.0,1647.9,2806.07,0.0,1329.21,1032.81,1329.94,2643.19,163.54,2144.24,912.66,2243.7,4200.65,2155.06,3400.6,1781.61,3720.71,964.35,1388.46,1232.71,1914.52,3479.64,1628.34,3430.01,1781.61,2198.15,338.39,1621.79,4254.67,1683.48,575.2,3274.61,1517.18,2362.59,1866.57,270.63,1931.86,2192.7,1693.47,2544.06,1622.64,1899.26,1309.97,2952.13,2065.78,2033.11,1507.23,1966.69,2938.67,2786.26,1654.77,1944.94,2335.04,1918.63,3097.72,75.54,1999.71,4220.66,2033.11,1745.75,1644.41,1042.31,679.13,3205.68,1439.59,1592.97,2524.28,2621.31,1333.68,3052.68,897.0,1621.79,1597.49,3158.59,2141.42,2211.63,2561.47,744.67,3238.58,1768.83
3037.78,2847.77,1505.23,1541.84,1184.45,1622.52,1847.33,1623.23,1344.04,0.0,2035.61,184.14,2282.11,1326.31,961.4,1278.16,3419.33,3064.51,972.22,3122.16,1948.71,3229.59,414.27,162.93,1957.29,1636.08,2296.8,1436.21,2846.92,1948.71,1584.66,1408.19,1583.09,3071.83,2551.31,1678.18,2992.77,2565.06,2084.15,2843.38,1614.57,1661.38,3169.51,1631.97,2330.86,2966.59,2098.69,1917.66,2548.62,2053.79,1569.81,1796.7,1688.24,2633.13,2507.82,2431.89,2576.45,3159.89,1695.81,1914.88,1355.45,2618.71,3037.82,1569.81,1522.94,1766.2,1643.83,1782.12,2022.84,1639.02,1129.66,2245.83,2342.86,32.5,2749.91,1918.27,1583.09,770.73,2880.15,2641.0,2106.06,2455.9,1847.65,2935.81,1566.79
